"segment_id","text","dataset_type","source_file","language","source","src_segmentnr","src_original","tgt_segmentnr","tgt_original","src_language","tgt_language"
"lzh-iti83:21.2","諸佛所呵毀 ","monolingual","chinese_suttacentral.json","Chinese","","","","","","",""
"lzh-iti83:21.3","是生死根本 ","monolingual","chinese_suttacentral.json","Chinese","","","","","","",""
"lzh-iti83:21.4","智者當遠離 ","monolingual","chinese_suttacentral.json","Chinese","","","","","","",""
"lzh-iti83:22.1","此眞聖尋求 ","monolingual","chinese_suttacentral.json","Chinese","","","","","","",""
"lzh-iti83:22.2","諸佛所稱讃 ","monolingual","chinese_suttacentral.json","Chinese","","","","","","",""
"lzh-iti83:22.3","是趣涅槃道 ","monolingual","chinese_suttacentral.json","Chinese","","","","","","",""
"lzh-iti83:22.4","有智者應修 ","monolingual","chinese_suttacentral.json","Chinese","","","","","","",""
"mn100:0.1","Middle Discourses 100 ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:0.2","With Saṅgārava ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:1.1","So I have heard. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:1.2","At one time the Buddha was wandering in the land of the Kosalans together with a large Saṅgha of mendicants. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:2.1","Now at that time a brahmin lady named Dhanañjānī was residing at Caṇḍalakappa. She was devoted to the Buddha, the teaching, and the Saṅgha. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:2.2","Once, she tripped and expressed this heartfelt sentiment three times: ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:2.3","“Homage to him, the blessed one, the perfected one, the fully awakened Buddha! ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:2.4","Homage to him, the blessed one, the perfected one, the fully awakened Buddha! ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:2.5","Homage to him, the blessed one, the perfected one, the fully awakened Buddha!” ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:3.1","Now at that time the student Saṅgārava was residing in Caṇḍalakappa. He was young, newly tonsured; he was sixteen years old. He had mastered the three Vedas, together with their vocabularies and ritual performance, their phonology and word classification, and the testaments as fifth. He knew them word-by-word, and their grammar. He was well versed in cosmology and the marks of a great man. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:3.2","Hearing Dhanañjānī’s exclamation, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:3.3","he said to her, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:3.4","“The brahmin lady Dhanañjānī is a disgrace! Though brahmins proficient in the three Vedas are found, she praises that shaveling, that fake ascetic.” ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:3.5","“But dearest boy, you don’t understand the Buddha’s ethics and wisdom. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:3.6","If you did, you’d never think of abusing or insulting him.” ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:3.7","“Well then, ma’am, let me know when the Buddha arrives in Caṇḍalakappa.” ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:3.8","“I will, dearest,” she replied. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:4.1","And then the Buddha, traveling stage by stage in the Kosalan lands, arrived at Caṇḍalakappa, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:4.2","where he stayed in the mango grove of the Todeyya brahmins. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:5.1","Dhanañjānī heard that he had arrived. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:5.2","So she went to Saṅgārava and told him, adding, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:5.3","","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:5.4","“Please, dearest boy, go at your convenience.” ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:5.5","“Yes, ma’am,” replied Saṅgārava. He went to the Buddha and exchanged greetings with him. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:5.6","When the greetings and polite conversation were over, he sat down to one side and said to the Buddha: ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:6.1","“Worthy Gotama, there are some ascetics and brahmins who claim to have mastered the fundamentals of the spiritual life having attained perfection and consummation of insight in this life. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:6.2","Where do you stand regarding these?” ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:7.1","“I say there is a disparity among those who claim to have mastered the fundamentals of the spiritual life having attained perfection and consummation of insight in this life. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:7.2","There are some ascetics and brahmins who are oral transmitters. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:7.3","Through oral transmission they claim to have mastered the fundamentals of the spiritual life. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:7.4","For example, the brahmins who are proficient in the three Vedas. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:7.5","There are some ascetics and brahmins who solely by mere faith claim to have mastered the fundamentals of the spiritual life. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:7.6","For example, those who rely on logic and inquiry. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:7.7","There are some ascetics and brahmins who, having directly known for themselves the principle regarding teachings not learned before from another, claim to have mastered the fundamentals of the spiritual life. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:7.8","I am one of those. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:8.1","And here’s a way to understand that I am one of them. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:9.1","Before my awakening—when I was still unawakened but intent on awakening—I thought: ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:9.2","‘Life at home is cramped and dirty, life gone forth is wide open. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:9.3","It’s not easy for someone living at home to lead the spiritual life utterly full and pure, like a polished shell. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:9.4","Why don’t I shave off my hair and beard, dress in ocher robes, and go forth from the lay life to homelessness?’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:9.5","Some time later, while still with pristine black hair, blessed with youth, in the prime of life—though my mother and father wished otherwise, weeping with tearful faces—I shaved off my hair and beard, dressed in ocher robes, and went forth from the lay life to homelessness. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:9.6","Once I had gone forth I set out to discover what is skillful, seeking the supreme state of sublime peace. I approached Āḷāra Kālāma and said to him, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:9.7","‘Reverend Kālāma, I wish to lead the spiritual life in this teaching and training.’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:9.8","Āḷāra Kālāma replied, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:9.9","‘Stay, venerable. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:9.10","This teaching is such that a sensible person can soon realize their own tradition with their own insight and live having achieved it.’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:9.11","I quickly memorized that teaching. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:9.12","As far as lip-recital and verbal repetition went, I spoke the doctrine of knowledge, the elder doctrine. I claimed to know and see, and so did others. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:9.13","Then it occurred to me, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:9.14","‘It is not solely by mere faith that Āḷāra Kālāma declares: “I realize this teaching with my own insight, and live having achieved it.” ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:9.15","Surely he meditates knowing and seeing this teaching.’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.1","So I approached Āḷāra Kālāma and said to him: ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.2","‘Reverend Kālāma, to what extent do you say you’ve realized this teaching with your own insight?’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.3","When I said this, he declared the dimension of nothingness. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.4","Then it occurred to me, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.5","‘It’s not just Āḷāra Kālāma who has faith, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.6","energy, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.7","mindfulness, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.8","immersion, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.9","and wisdom; I too have these things. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.10","Why don’t I make an effort to realize the same teaching that Āḷāra Kālāma says he has realized with his own insight?’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.11","I quickly realized that teaching with my own insight, and lived having achieved it. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.12","So I approached Āḷāra Kālāma and said to him, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.13","‘Reverend Kālāma, is it up to this point that you realized this teaching with your own insight, and declare having achieved it?’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.14","‘I have, reverend.’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.15","‘I too have realized this teaching with my own insight up to this point, and live having achieved it.’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.16","‘We are fortunate, reverend, so very fortunate ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.17","to see a venerable such as yourself as one of our spiritual companions! ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.18","So the teaching that I’ve realized with my own insight, and declare having achieved it, you’ve realized with your own insight, and dwell having achieved it. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.19","The teaching that you’ve realized with your own insight, and dwell having achieved it, I’ve realized with my own insight, and declare having achieved it. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.20","So the teaching that I know, you know, and the teaching you know, I know. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.21","I am like you and you are like me. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.22","Come now, reverend! We should both lead this community together.’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.23","And that is how my tutor Āḷāra Kālāma placed me, his pupil, on the same position as him, and honored me with high praise. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.24","Then it occurred to me, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.25","‘This teaching doesn’t lead to disillusionment, dispassion, cessation, peace, insight, awakening, and extinguishment. It only leads as far as rebirth in the dimension of nothingness.’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:10.26","Realizing that this teaching was inadequate, I left disappointed. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.1","I set out to discover what is skillful, seeking the supreme state of sublime peace. I approached Uddaka son of Rāma and said to him, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.2","‘Reverend, I wish to lead the spiritual life in this teaching and training.’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.3","Uddaka replied, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.4","‘Stay, venerable. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.5","This teaching is such that a sensible person can soon realize their own tradition with their own insight and live having achieved it.’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.6","I quickly memorized that teaching. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.7","As far as lip-recital and verbal repetition went, I spoke the doctrine of knowledge, the elder doctrine. I claimed to know and see, and so did others. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.8","Then it occurred to me, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.9","‘It is not solely by mere faith that Rāma declared: “I realize this teaching with my own insight, and live having achieved it.” ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.10","Surely he meditated knowing and seeing this teaching.’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.11","So I approached Uddaka son of Rāma and said to him, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.12","‘Reverend, to what extent did Rāma say he’d realized this teaching with his own insight?’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.13","When I said this, Uddaka son of Rāma declared the dimension of neither perception nor non-perception. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.14","Then it occurred to me, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.15","‘It’s not just Rāma who had faith, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.16","energy, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.17","mindfulness, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.18","immersion, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.19","and wisdom; I too have these things. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.20","Why don’t I make an effort to realize the same teaching that Rāma said he had realized with his own insight?’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:11.21","I quickly realized that teaching with my own insight, and lived having achieved it. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:12.1","So I approached Uddaka son of Rāma and said to him, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:12.2","‘Reverend, had Rāma realized this teaching with his own insight up to this point, and declared having achieved it?’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:12.3","‘He had, reverend.’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:12.4","‘I too have realized this teaching with my own insight up to this point, and live having achieved it.’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:12.5","‘We are fortunate, reverend, so very fortunate ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:12.6","to see a venerable such as yourself as one of our spiritual companions! ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:12.7","So the teaching that Rāma had realized with his own insight, and declared having achieved it, you’ve realized with your own insight, and dwell having achieved it. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:12.8","The teaching that you’ve realized with your own insight, and dwell having achieved it, Rāma had realized with his own insight, and declared having achieved it. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:12.9","So the teaching that Rāma directly knew, you know, and the teaching you know, Rāma directly knew. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:12.10","Rāma was like you and you are like Rāma. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:12.11","Come now, reverend! You should lead this community.’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:12.12","And that is how my spiritual companion Uddaka son of Rāma placed me in the position of a tutor, and honored me with high praise. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:12.13","Then it occurred to me, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:12.14","‘This teaching doesn’t lead to disillusionment, dispassion, cessation, peace, insight, awakening, and extinguishment. It only leads as far as rebirth in dimension of neither perception nor non-perception.’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:12.15","Realizing that this teaching was inadequate, I left disappointed. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:13.1","I set out to discover what is skillful, seeking the supreme state of sublime peace. Traveling stage by stage in the Magadhan lands, I arrived at the town of Senā in Uruvelā. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:13.2","There I saw a delightful park, a lovely grove with a flowing river that was clean and charming, with smooth banks. And nearby was a village to resort to for alms. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:13.3","Then it occurred to me, ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:13.4","‘This park is truly delightful, a lovely grove with a flowing river that’s clean and charming, with smooth banks. And nearby there’s a village to resort to for alms. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:13.5","This is good enough for striving for a gentleman wanting to strive.’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:13.6","So I sat down right there, thinking: ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:13.7","‘This is good enough for striving.’ ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:14.1","And then these three similes, which were neither supernaturally inspired, nor learned before in the past, occurred to me. ","monolingual","eng_pali.json","Pali","","","","","","",""
"mn100:14.2","Suppose there was a green, sappy log, and it was lying in water. ","monolingual","eng_pali.json","Pali","","","","","","",""
